content	url	raw_date	length	date	filename
"In the morning, the President will meet with Secretary of State Kerry in the Oval Office. This meeting is closed press. In the afternoon, the President will travel to Los Angeles, California. The departure from the South Lawn is open press, and the arrival at Los Angeles International Airport is open to pre-credentialed media. Later in the afternoon, the President will tape an appearance on Jimmy Kimmel Live. There will be a stills only pool spray of this taping. In the evening, the President will participate in a DNC roundtable. This event at a private residence is closed press. The President will remain overnight in Los Angeles. "	obamawhitehouse.archives.gov/blog?page=64	2015-03-12T00:00:00-04:00	639	"March 12, 2015"	150312
"In the morning, the President will meet with Secretary of State Kerry in the Oval Office; the Vice President will also attend. This meeting is closed press. In the afternoon, the President will meet with his national security team to receive an update on efforts to get to zero Ebola cases in West Africa. This meeting in the Situation Room is closed press. Later in the afternoon, the President will depart the White House en route Kingston, Jamaica. The departure from the South Lawn is open press, and the arrival at Norman Manley International Airport is open to pre-credentialed media. In the evening, the President will meet with Embassy personnel and families. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=62	2015-04-08T00:00:00-04:00	698	"April 8, 2015"	150408
"In the morning, the President will meet with Secretary of Veterans Affairs Shinseki in the Oval Office to receive an update on the situation at the Department of Veterans Affairs. This meeting will be closed press. Later in the morning, the President will meet with the My Brother's Keeper Task Force to receive a 90-day report on its progress. There will be a stills only pool spray of this meeting in the Roosevelt Room.   In the afternoon, the President and the Vice President will meet for lunch in the Private Dining Room. This lunch is closed press.  Later in the afternoon, the President will attend a hurricane preparedness meeting at FEMA Headquarters. There will be a pool pray at the top of this meeting. "	obamawhitehouse.archives.gov/blog?page=83	2014-05-30T00:00:00-04:00	716	"May 30, 2014"	140530
"In the morning, the President will meet with Speaker John Boehner. This meeting is closed press. In the afternoon, the President will deliver remarks in the East Room to announce new steps in partnership with the private sector to boost advanced manufacturing, strengthen our capabilities for defense, and attract the types of high-quality jobs that a growing middle class requires. The President's remarks are open to pre-credentialed media. In the evening, the President will deliver remarks at Organizing for Action's ""National Organizing Summit"" and will deliver remarks and answer questions at an Organizing for Action dinner. The remarks at the event are pooled for TV and open to pre-credentialed correspondents. There will be print pool coverage for the dinner remarks only. "	obamawhitehouse.archives.gov/blog?page=90	2014-02-25T00:00:00-05:00	783	"February 25, 2014"	140225
"In the morning, the President will meet with Special Presidential Envoy for the Global Coalition to Counter ISIL General John Allen and Deputy Special Presidential Envoy Brett McGurk.The Vice President will also attend. There will be a photojournalist spray at the top of this meeting in the Oval Office. In the afternoon, the President will travel to Atlanta, Georgia. The President will motorcade to Joint Base Andrews, and his arrival at Hartsfield-Jackson Atlanta International Airport is open press. While in Atlanta, the President will visit the headquarters of the Centers for Disease Control and Prevention, where he will receive a briefing on the outbreak of the Ebola virus in West Africa, discuss the U.S. response and thank the scientists, doctors and health care workers helping those affected by disease at home and around the world. The President will also receive an update on the respiratory illness reported in several states in the Midwest. There will be photojournalist sprays of the President's meetings with CDC and Emory University team members, and travel pool coverage of the President's remarks. In the evening, the President will travel to Tampa, FL, where he will remain overnight. The departure from Hartsfield-Jackson Atlanta International Airport and arrival at MacDill Air Force Base are open press. "	obamawhitehouse.archives.gov/blog?page=75	2014-09-16T00:00:00-04:00	1332	"September 16, 2014"	140916
"In the morning, the President will participate in a DNC roundtable.This event at the Beverly Hilton is closed press. Later in the morning, the President will depart Los Angeles en route San Diego, California. The departure from Los Angeles International Airport and arrival at Marine Corps Air Station Miramar are open to pre-credentialed media. Afterward, the President will deliver remarks and answer questions at a DCCC event at a private residence. There will be print pool coverage for remarks only. In the afternoon, the President will depart San Diego en route San Jose, California. The departure from Marine Corps Air Station Miramar and arrival at Moffett Federal Airfield are open to pre-credentialed media. Later in the afternoon, the President will participate in a DNC roundtable. This event at a private residence is closed press. At night, the President will deliver remarks at a DNC reception. There will be travel pool coverage at this event at the Fairmont San Jose. The President will remain overnight in San Jose. "	obamawhitehouse.archives.gov/blog?page=84	2014-05-08T00:00:00-04:00	1034	"May 8, 2014"	140508
"In the morning, the President will participate in a Feed the Future food security eventwhere he will meet with farmers, innovators, and entrepreneurs whose new methods and technologies are improving the lives of smallholder farmers throughout West Africa. There will be travel pool coverage of this event. Later in the morning, President and the First Family will depart Senegal en route South Africa. The departure from Leopold Sedar Senghor International Airport and the arrival at Waterkloof Air Base will be open press. In the evening, the President will attend a meet and greet with Embassy personnel at the U.S. Consulate in Johannesburg. This event will be closed press. The President and the First Family will remain overnight in Sandton, South Africa. The Vice President will be in Wilmington, Delaware. There are no public events scheduled. "	obamawhitehouse.archives.gov/blog?page=105	2013-06-28T00:00:00-04:00	851	"June 28, 2013"	130628
"In the morning, the President will participate in a G-7 meeting on the global economy before joining the G-7 leaders for a traditional €œfamily photo.€ Following this photo, the President will participate in a G-7 meeting on energy and climate issues and a working lunch on development. The President's arrival at the European Council - Justus Lipsius Building will be covered by a pre-set pool, there will be a limited pool spray of the first meeting and a travel pool spray of the family photo, the second meeting and working lunch are closed press. In the afternoon, the President will participate in a bilateral meeting and joint press conference with Prime Minister David Cameron of the United Kingdom. There will be a travel pool spray of the bilateral meeting, and the press conference is open press. In the evening, the President will travel to Paris, France, where he will have dinner with President FranÃ§ois Hollande of France. The departure from Brussels National Airport will be open press, and the arrival at Orly Airport will be pooled press. There will be a travel pool spray of the dinner. "	obamawhitehouse.archives.gov/blog?page=82	2014-06-05T00:00:00-04:00	1108	"June 5, 2014"	140605
"In the morning, the President will participate in a State Arrival Welcome Ceremony before holding bilateral meetings with President Xi Jinping of China.  Following this meeting, the President will deliver statements with President Xi in the Great Hall of the People.  The President's arrival is open press, there will be a travel pool spray at the top of the bilateral meeting, and his remarks are open to pre-credentialed media.   In the afternoon, the President will attend a State Banquet with President Xi. This event is closed press. Later in the afternoon, the President will meet with Premier Li Keqiang.  There will be a pool spray at the top of the meeting.  Afterward, the President will depart Beijing en route Naypyitaw, Burma. The departure from Capital International Airport and arrival at Naypyitaw International Airport are open press.   In Naypyitaw, the President will participate in a family photo and attend an East Asia Summit Gala Dinner. There will be pre-set pool coverage of the President's arrival, and travel pool coverage of the family photo and gala dinner.     The President will remain overnight in Naypyitaw.  In the morning, the President will participate in an East Asia Summit family photo and attend an East Asia Summit plenary session.  The President's arrival and the family photo will be covered by a pre-set pool, and there will be a travel pool spray at the top of the plenary session.  In the afternoon, the President will take part in an U.S.-ASEAN session.  There will be a travel pool spray at the top of the meeting.   Following this session, the President will hold a bilateral meeting with Prime minister Nguyen Tan Dung of Vietnam.  There will be a travel pool spray at the top of the meeting.   Later in the afternoon, the President will travel to the Parliamentary Resource Center to participate in a roundtable with members of Parliament and civil society to discuss the role of Parliament in Burma's reform process.  There will be a travel pool spray at the bottom of the meeting.  In the evening, the President will attend a bilateral meeting with President Thein Sein of Burma. There will be a travel pool at the top of the meeting.   The President will remain overnight in Naypyitaw. "	obamawhitehouse.archives.gov/blog?page=71	2014-11-12T00:00:00-05:00	2240	"November 12, 2014"	141112
"In the morning, the President will participate in a town hall focusing on the importance of Latinos capitalizing on the benefits of the Affordable Care Act and enrolling in quality, affordable health insurance. The town hall is hosted by the Asegurate campaign, a partnership between the California Endowment, Covered California and Spanish language media outlets Univision, Telemundo and impreMedia. There will be a stills only pool spray of the taping. The town hall will be streamed live at WhiteHouse.gov/LatinoTownHall. In the evening, the President and First Lady will host €œIn Performance at the White House: Women of Soul€ for music legends and contemporary major female artists at the White House celebrating the great €œforemothers€ of American music, with songs expressing the struggles and achievements of women. The program will include performances by Tessanne Chin, Melissa Etheridge,Aretha Franklin, Ariana Grande, Patti LaBelle, Janelle MonÃ¡e and Jill Scott, with Greg Phillinganes as music director. The President's remarks will be pooled press and the entire event will be streamed live at WhiteHouse.gov/live. "	obamawhitehouse.archives.gov/blog?page=89	2014-03-06T00:00:00-05:00	1134	"March 6, 2014"	140306
"In the morning, the President will participate in an East Asia Summit family photo and attend an East Asia Summit plenary session.  The President's arrival and the family photo will be covered by a pre-set pool, and there will be a travel pool spray at the top of the plenary session.     In the afternoon, the President will take part in an U.S.-ASEAN session.  There will be a travel pool spray at the top of the meeting.   Following this session, the President will hold a bilateral meeting with Prime minister Nguyen Tan Dung of Vietnam.  There will be a travel pool spray at the top of the meeting.   Later in the afternoon, the President will travel to the Parliamentary Resource Center to participate in a roundtable with members of Parliament and civil society to discuss the role of Parliament in Burma's reform process.  There will be a travel pool spray at the bottom of the meeting.   In the evening, the President will attend a bilateral meeting with President Thein Sein of Burma. There will be a travel pool at the top of the meeting.   The President will remain overnight in Naypyitaw."	obamawhitehouse.archives.gov/blog?page=71	2014-11-13T00:00:00-05:00	1101	"November 13, 2014"	141113
"In the morning, the President will receive a briefing on the ongoing response to the devastating tornadoes and severe weather that impacted Oklahoma Sunday night and Monday by Assistant to the President for Homeland Security and Counterterrorism Lisa Monaco, Homeland Security Secretary Janet Napolitano, Chief of Staff Denis McDonough, Deputy Chief of Staff Alyssa Mastromonaco and other senior members of the President's response team. This briefing in the Oval Office is closed press. Later in the morning, the President will deliver a statement on the devastating tornadoes and severe weather that impacted Oklahoma. The President's statement in the State Dining Room is pooled press. In the morning, the President and the Vice President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Later in the morning, the President and the Vice President will meet with DREAMers who have received Deferred Action and U.S. citizen family members of undocumented immigrants who are directly affected by our broken immigration system. This meeting in the Oval Office is closed press. In the afternoon, the President and the Vice President will meet with Secretary of Defense Hagel in the Oval Office. This meeting is closed press. At 5:30 PM, the Vice President will deliver remarks at a reception hosted by the Democratic National Committee in honor of Jewish American Heritage Month at the American Institute of Architects. There will be print pool coverage of the Vice President's remarks. "	obamawhitehouse.archives.gov/blog?page=108	2013-05-21T00:00:00-04:00	1531	"May 21, 2013"	130521
"In the morning, the President will receive the Presidential Daily Briefing and meet with senior advisors in the Oval Office. These meetings are closed press. Later in the morning, the President will deliver remarks in the South Court Auditorium at the White House to mark the five-year anniversary of the financial crisis, discuss the progress we have made to grow the economy and create 7.5 million private sector jobs, and highlight the work we still need to do to strengthen the middle class and those fighting to get into it. He will continue to highlight his better bargain for the middle class, and warn against more self-inflicted wounds from Washington. He will be joined on-stage and in the audience by people who have benefited from his economic recovery proposals over the last five years including small business owners, construction workers, homeowners, consumers and tax cut recipients. The event is open press. In the evening, the President and the First Lady will welcome various music artists to the White House for a celebration of Latin music during Hispanic Heritage Month. MÃºsica Latina: In Performance at the White House will showcase Latinmusical heritage, reflecting the influence of richly diverse Latino communities from throughout the Americas. The performance will be pooled press and held in the East Room.Update: In light of today's tragic events at the Washington Navy Yard and out of respect for the victims and their families, MÃºsica Latina will be postponed to a new date. "	obamawhitehouse.archives.gov/blog?page=99	2013-09-16T00:00:00-04:00	1509	"September 16, 2013"	130916
"In the morning, the President will receive the Presidential Daily Briefing and meet with senior advisors. These meetings in the Oval Office are closed press.   In the afternoon, the President will tape an appearance on MSNBC's €œHardball with Chris Matthews€ at American University in Washington, DC.  There will be a stills only pool spray of the taping.   In the evening, the President will host two Hanukkah receptions in the Grand Foyer. The First Lady will also attend. There will be pooled press coverage of the President's remarks."	obamawhitehouse.archives.gov/blog?page=94	2013-12-05T00:00:00-05:00	539	"December 5, 2013"	131205
"In the morning, the President will receive the Presidential Daily Briefing and meet with senior advisors. These meetings in the Oval Office are closed press. In the afternoon, the President will hold a call with mayors, county officials, and state legislators on the Affordable Care Act. The President's call in the Oval Office is closed press. Later in the afternoon, the President will meet with Secretary of the Treasury Lew in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=99	2013-09-25T00:00:00-04:00	478	"September 25, 2013"	130925
"In the morning, the President will receive the Presidential Daily Briefing and meet with senior advisors. These meetings in the Oval Office are closed press. In the afternoon, the President will hold a news conference in the Brady Press Briefing Room. This is open press. In the evening, the First Family will depart the White House en route Honolulu, Hawai'i. The departure from the South Lawn and the arrival at Joint Base Pearl Harbor-Hickam are open press. "	obamawhitehouse.archives.gov/blog?page=93	2013-12-20T00:00:00-05:00	461	"December 20, 2013"	131220
"In the morning, the President will receive the Presidential Daily Briefing and meet with senior advisors. These meetings in the Oval Office are closed press. In the afternoon, the President will meet with Secretary of the Treasury Lew in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=95	2013-11-18T00:00:00-05:00	285	"November 18, 2013"	131118
"In the morning, the President will receive the Presidential Daily Briefing and meet with senior advisors. These meetings in the Oval Office are closed press. In the afternoon, the President will travel to Hartford, Connecticut. The departure from the South Lawn and the arrival at Bradley Air National Guard Base will be open press. In Connecticut, the President will deliver remarks and continue asking the American people to join him in calling on Congress to pass common-sense measures to reduce gun violence. The President's remarks at the University of Hartford are open to pre-credentialed media. In the evening, the President will depart Hartford, Connecticut en route Washington, DC. The departure from Bradley Air National Guard Base and the arrival on the South lawn will be open press. In the afternoon, the Vice President will attend meetings at the White House. "	obamawhitehouse.archives.gov/blog?page=111	2013-04-08T00:00:00-04:00	875	"April 8, 2013"	130408
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. The President will then meet with senior advisors. These meetings are closed press.   In the afternoon, the President will host a meeting with the lead financial regulators to discuss the progress that has been made in strengthening the financial system, including the implementation of the Dodd-Frank Wall Street Reform and Consumer Protection Act. Participating in the meeting will include the Comptroller of the Currency, the Director of the Consumer Financial Protection Bureau (CFPB), the Acting Director of the Federal Housing Finance Agency (FHFA), and the chairs of the Board of Governors of the Federal Reserve System (FRB), the Commodity Futures Trading Commission (CFTC), the Federal Deposit Insurance Corporation (FDIC), the National Credit Union Administration, and the Securities and Exchange Commission (SEC). This meeting is closed press."	obamawhitehouse.archives.gov/blog?page=102	2013-08-19T00:00:00-04:00	949	"August 19, 2013"	130819
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press."	obamawhitehouse.archives.gov/blog?page=58	2015-06-05T00:00:00-04:00	124	"June 5, 2015"	150605
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=60	2015-04-27T00:00:00-04:00	125	"April 27, 2015"	150427
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.    At noon, the President will meet with senior advisors in the Oval Office. This meeting is closed press.   In the afternoon, the President will travel to Chicago. The departure from the South Lawn and the arrival at O'Hare International Airport are open press.   While in Chicago, the President will attend two events for the DCCC.  The first event at the Chicago Hilton will have pool coverage of the President's remarks.  The second event at a private residence will have print pool only coverage of the President's remarks.   The President will remain overnight in Chicago.   At 12:00 PM LOCAL TIME/11:00 AM ET, the Vice President will deliver a speech on the U.S.-Brazil partnership at Pier Maua. These remarks are open press. Audio of the Vice President's speech will be streamed live to obamawhitehouse.archives.gov/Live.    In the afternoon, the Vice President will visit the Petrobras Centro de Pesquisas (CENPES) facility in Rio to discuss energy cooperation between Brazil and the United States. Portions of this visit will be pooled press. Afterwards, the Vice President will meet with Brazilian business, trade, and investment leaders at the Federal University of Rio de Janeiro Technology Park. The Vice President's remarks at the bottom of this meeting are pooled press."	obamawhitehouse.archives.gov/blog?page=107	2013-05-29T00:00:00-04:00	1411	"May 29, 2013"	130529
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon, the President and First Lady will deliver remarks at an event at the White House on expanding college opportunity.  This event will include college and university presidents and leaders from nonprofits, foundations, state governments, and businesses across the country. The event will be open press and streamed live on obamawhitehouse.archives.gov/live.  "	obamawhitehouse.archives.gov/blog?page=92	2014-01-16T00:00:00-05:00	501	"January 16, 2014"	140116
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon, the President will have lunch with the Vice President in the Private Dining Room. This lunch is closed press."	obamawhitehouse.archives.gov/blog?page=56	2015-06-23T00:00:00-04:00	254	"June 23, 2015"	150623
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon, the President will participate in a DNC roundtable. This event is closed press."	obamawhitehouse.archives.gov/blog?page=57	2015-06-11T00:00:00-04:00	224	"June 11, 2015"	150611
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon, the President will participate in a Young African Leaders Initiative (YALI) town hall at the Omni Shoreham Hotel in Washington, DC.This town hall is open to pre-credentialed media.   In the morning, the Vice President will attend the President's Daily Briefing in the Oval Office.   In the afternoon, the Vice President will meet with law enforcement officials. This meeting is closed press.   Afterwards, the Vice President will depart Washington D.C. en route Philadelphia, Pennsylvania.   At 7:00 PM, the Vice President will deliver remarks at the World Affairs Council in Philadelphia, Pennsylvania. The Vice President's remarks are open press.  Afterwards, the Vice President will depart Philadelphia, Pennsylvania en route Wilmington, Delaware."	obamawhitehouse.archives.gov/blog?page=16	2016-08-03T00:00:00-04:00	895	"August 3, 2016"	160803
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon, the President will participate in the White House Mentorship and Leadership Graduation Ceremony. There will be a pool spray at the top of this ceremony in the Blue Room. "	obamawhitehouse.archives.gov/blog?page=57	2015-06-15T00:00:00-04:00	315	"June 15, 2015"	150615
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon, the President will sign the bipartisan bill to cut student loan interest rates.  There will be a pool spray of the signing in the Oval Office.   Later in the afternoon, the President will hold a press conference. The press conference in the East Room will be open press.  Following the press conference, the President will meet with Secretary of State Kerry in the Oval Office. This meeting is closed press.  The Vice President and Dr. Jill Biden will be in Long Island, New York. There are no public events scheduled.  "	obamawhitehouse.archives.gov/blog?page=102	2013-08-09T00:00:00-04:00	665	"August 9, 2013"	130809
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon, the President will welcome the undefeated 1972 season Miami Dolphins for the first White House ceremony honoring their historic season and Super Bowl Championship. This event in the East Room is open press. The Vice President will be in Houston, Texas. There are no public events scheduled. "	obamawhitehouse.archives.gov/blog?page=102	2013-08-20T00:00:00-04:00	436	"August 20, 2013"	130820
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the afternoon, the President will welcome the World Series Champion San Francisco Giants to the White House to honor the team and their 2014 World Series victory.  The President will also recognize the efforts the Giants make to give back to their community as part of their visit, continuing the tradition begun by President Obama of honoring sports teams for their efforts on and off the field. This event in the East Room is open to pre-credentialed media. The deadline to request media credentials has passed."	obamawhitehouse.archives.gov/blog?page=58	2015-06-04T00:00:00-04:00	643	"June 4, 2015"	150604
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   In the evening, the President will host an Iftar dinner celebrating Ramadan in the State Dining Room. There will be pooled press coverage of the President's remarks."	obamawhitehouse.archives.gov/blog?page=56	2015-06-22T00:00:00-04:00	292	"June 22, 2015"	150622
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will award the Medal of Honor to Army Sergeant William Shemin and Army Private Henry Johnson for conspicuous gallantry during World War I. The President's remarks in the East Room are open to pre-credentialed media."	obamawhitehouse.archives.gov/blog?page=58	2015-06-02T00:00:00-04:00	378	"June 2, 2015"	150602
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will hold a bilateral meeting with President Enrique PeÃ±a Nieto of Mexico; the Vice President will also attend. During President PeÃ±a Nieto's visit, the two leaders will highlight the importance of expanding dialogue and cooperation between the United States and Mexico on economic, security and social issues, as well as underscoring the deep cultural ties and friendship that exist between our two countries. There will be a pool spray at the bottom of this meeting in the Oval Office.   Afterward, the President will hold a working lunch with President PeÃ±a Nieto in the Cabinet Room. The working lunch is closed press.   In the afternoon, the President will meet with the Executive Committee of the National Governors Association in the Oval Office. There will be a pool spray at the top of this meeting.   Later in the afternoon, the President and the Vice President will meet with Secretary of Defense Hagel in the Oval Office. This meeting is closed press."	obamawhitehouse.archives.gov/blog?page=68	2015-01-06T00:00:00-05:00	1129	"January 6, 2015"	150106
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.   Later in the morning, the President will meet with members of his economic team and senior advisors on the economy. This meeting is closed press.   In the afternoon, the President will meet with Federal Reserve Chair Janet Yellen to discuss the long-term outlook for the American economy and the global recovery. This meeting in the Oval Office is closed press. "	obamawhitehouse.archives.gov/blog?page=72	2014-11-03T00:00:00-05:00	489	"November 3, 2014"	141103
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press.  Later in the morning, the President will meet with Secretary of State Kerry in the Oval Office. This meeting is closed press.  In the afternoon, the President and the Vice President will host the bipartisan, bicameral leadership of Congress for a meeting on foreign policy at the White House.  The President will be joined by Senate Majority Leader Reid, Senate Minority Leader McConnell, Speaker Boehner and Democratic Leader Pelosi. There will be a photojournalist spray at the top of this meeting in the Oval Office. "	obamawhitehouse.archives.gov/blog?page=76	2014-09-09T00:00:00-04:00	646	"September 9, 2014"	140909
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Afterward, the President will meet with members of his Task Force on 21st Century Policing to discuss their recommendations on how to strengthen community policing and strengthen trust among law enforcement officers and the communities they serve. There will be a pool spray at the bottom of this meeting in the Roosevelt Room. In the afternoon, the President will meet with members of the Technology CEO Council, a leading public policy advocacy organization in the information technology industry, to discuss 21st century economic and security issues including trade, cybersecurity, immigration and tax reform. This meeting in the Roosevelt Room is closed press. "	obamawhitehouse.archives.gov/blog?page=64	2015-03-02T00:00:00-05:00	790	"March 2, 2015"	150302
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Afterward, the President will participate in an Ambassador Credentialing Ceremony in the Oval Office. At this event, the President will receive the credentials from foreign Ambassadors recently posted in Washington. The presentation of credentials is a traditional ceremony that marks the formal beginning of an Ambassador's service in Washington. This event is closed press. The following Ambassadors will attend: His Excellency Mohammad Ziauddin, Ambassador of Bangladesh His Excellency Eerik Marmei, Ambassador of Estonia His Excellency Francisco Roberto Altschul Fuentes, Ambassador of El Salvador His Excellency Emanuel Arturo Gonzalez Revilla Lince, Ambassador of Panama His Excellency Roman Macaya Hayes, Ambassador of Costa Rica His Excellency Gerard Araud, Ambassador of France His Excellency Igor Alberto Pangrazio Vera, Ambassador of Paraguay In the afternoon, the President will hold a bilateral meeting with President Petro Poroshenko of Ukraine; the Vice President will also attend. The visit will highlight the United States' firm commitment to stand with Ukraine as it pursues liberal democracy, stability, and prosperity. President Obama looks forward to discussing with President Poroshenko efforts to pursue a diplomatic resolution to the crisis in eastern Ukraine as well as our continued support for Ukraine's struggle to defend its sovereignty and territorial integrity. There will be a pool spray at the bottom of this bilateral meeting with statements. Later in the afternoon, the President will attend a DNC roundtable. This event at the Capital Hilton Hotel is closed press.  At 8:00 AM, the Vice President will host a working breakfast with U.S. Senators at the Naval Observatory. This meeting is closed press. Later in the morning, the Vice President will attend Ukrainian President Petro Poroshenko's address to a joint meeting of Congress at the U.S. Capitol. At 12:00 PM, the Vice President will host a working lunch with President Poroshenko at the Naval Observatory. The Vice President greeting President Poroshenko upon arrival at the Naval Observatory is pooled press. Later in the afternoon, the Vice President will attend the President's bilateral meeting with President Poroshenko."	obamawhitehouse.archives.gov/blog?page=75	2014-09-18T00:00:00-04:00	2344	"September 18, 2014"	140918
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. At 10:15 AM, the Vice President will attend President Park Geun-hye of the Republic of Korea's address to a Joint Session of Congress at the United States Capitol. This session is open press. At 12:00 PM, the Vice President will deliver remarks at the 43rd Annual Washington Conference on the Americas at the Department of State. This event is open press. In the afternoon, the President will meet with electric utility CEOs and their trade associations to discuss lessons learned and actions taken since Sandy and to continue the Administration's commitment to a strong industry-government partnership as we approach the upcoming hurricane season.This meeting at the Department of Energy is closed press; travel pool will accompany. Later in the afternoon, the President and the Vice President will meet with Secretary of the Treasury Lew in the Oval Office. This meeting is closed press. Later, the President will meet with a group of Asian American and Pacific Islanders national leaders to discuss his call for commonsense immigration reform, efforts to ensure that every American has access to affordable health care, and plans to strengthen the economy for the middle class.This meeting in the Roosevelt Room is closed press. In the evening, the President will have dinner at the Jefferson Hotel with House Democratic Leader Nancy Pelosi and members of the House Democratic Leadership.The dinner will be closed press; travel pool will accompany.Attendees are below:     Democratic Leader Nancy Pelosi    Representative Steny Hoyer    Representative James Clyburn    Representative Xavier Becerra    Representative Joe Crowley    Representative Chris Van Hollen    Representative Rosa DeLauro    Representative Rob Andrews    Representative Steve Israel    RepresentativeMike Thompson  At 7:45 PM, the Vice President will deliver keynote remarks at the Asian Pacific American Institute for Congressional Studies' (APAICS) 19th Annual Gala Awards Dinner at the Washington Hilton Hotel. This event is open press. "	obamawhitehouse.archives.gov/blog?page=109	2013-05-08T00:00:00-04:00	2141	"May 8, 2013"	130508
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. Following this meeting, the President will meet with members of the Congressional Black Caucus (CBC) in the Eisenhower Executive Office Building.The President will discuss legislative priorities, including the need to create jobs and build ladders of opportunity for American families striving to get into the middle class, implementation of the Affordable Care Act, immigration reform and voting rights. This meeting is closed press. In the afternoon, the President will meet with Secretary of the Treasury Lew in the Oval Office. This meeting is closed press. Later, the President will meet with Secretary of Defense Hagel in the Situation Room. This meeting is closed press. In the morning, the Vice President and Dr. Jill Biden will travel to Prescott Valley, Arizona. At 11:00 AM MT, the Vice President and Dr. Biden will attend a memorial service honoring the nineteen firefighters who died fighting the Yarnell Hill Fire. The Vice President will deliver remarks at this event at Tim's Toyota Center. Audio of the event will be streamed live to obamawhitehouse.archives.gov/Live. Afterwards, the Vice President and Dr. Biden will return to Washington, DC."	obamawhitehouse.archives.gov/blog?page=105	2013-07-09T00:00:00-04:00	1286	"July 9, 2013"	130709
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. In the afternoon, the President and the First Lady will travel to Miami, Florida to visit Coral Reef High School. The President and the First Lady's departure from the South Lawn and arrival at Homestead Air Reserve Base are open press. While at Coral Reef High School, the President and the First Lady will visit a classroom and the President will deliver remarks. The President will discuss how a quality education has never been more important to economic success in this country. If they work hard, students should have the opportunity to get a quality education that will prepare them to compete and win in a 21st century global economy. There will be travel pool coverage of the President and First Lady's classroom visit, while the President's remarks are open to pre-credentialed media. In the evening, the President and the First Lady will remain in Key Largo, Florida for the weekend."	obamawhitehouse.archives.gov/blog?page=89	2014-03-07T00:00:00-05:00	1019	"March 7, 2014"	140307
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. In the afternoon, the President and the Vice President will meet with Secretary of Defense Hagel in the Oval Office. This meeting is closed press. "	obamawhitehouse.archives.gov/blog?page=100	2013-09-09T00:00:00-04:00	272	"September 9, 2013"	130909
"In the morning, the President will receive the Presidential Daily Briefing in the Oval Office. This meeting is closed press. In the afternoon, the President and Vice President will meet with Secretary of the Treasury Lew. This meeting is closed press. Later in the afternoon, to commemorate the 60thAnniversary of the Supreme Court's landmark decision in the Brown vs. Board of Education case, the President will meet with the families of the plaintiffs, along with the NAACP Legal Defense Fund and the lead attorneys Jack Greenberg and William Coleman. This meeting in the East Room is closed press. "	obamawhitehouse.archives.gov/blog?page=84	2014-05-16T00:00:00-04:00	601	"May 16, 2014"	140516
